pmcid,first_author,title,source,year,abstract,section_choices,question,answer
10885175,Eichhober G,A budget impact analysis of a powered hybrid mattress to prevent pressure ulcers in the Austrian inpatient setting: An original research,Health Sci Rep,2024.0,"- BACKGROUND AND AIMS: Pressure ulcer is a considerable health problem and is associated with an increased hospital length of stay (LOS), nursing effort, costs, and reduced quality of life. The aim of this analysis is to compare the economic, clinical, and nursing benefit after the implementation of the powered hybrid mattress Dyna-Form Mercury Advance SMARTcare® in 2019 with the situation in 2017 (rental systems Arjo BariAir® and Arjo TheraKair Visio®, and purchased foam mattresses Arjo Simuflex®) using a single center. METHODS: In the framework of a budget impact analysis, a difference-in-difference approach was used to compare pre-implementation longitudinal data (2017) with post-implementation data (2019). The longitudinal data comprise the mattress resource use, patient characteristics, and LOS. The care effort was gathered based on a full survey of all 75 members of the nursing staff using the online tool ""LimeSurvey."" In this survey, the resource use of the different mattress systems was identified in terms of time (minutes or days). This analysis was performed from the hospital perspective and included direct costs of mattress systems, Austrian diagnostic-related group costs for the hospital stay and nursing staff costs for 2019. RESULTS: Based on 1253 patients ""at-risk,"" the total yearly costs implementing the powered hybrid mattress amounts to 654,248€ compared with 901,469€ when using Arjo products. The budget impact shows a cost advantage of 247,221€. Furthermore, the powered hybrid mattress system leads to fewer nursing-staff time in minutes per year (-1,031,097 min [1,993,204 vs. 3,024,302]); 242€ are saved per patient. Compared with the Arjo products, fewer inpatient cases of pressure ulcers (-44 cases [0 vs. 44]) were documented. CONCLUSION: Despite the higher total outlay of costs associated with the powered hybrid mattress, the long-term savings potential showed a significant cost advantage per annum for the single center. Therefore, the use of the hybrid mattress leads to considerable economic, clinical, and nursing benefits.",MATERIALS AND METHODS; Simulated cohort (epidemiology); Costs; CONFLICT OF INTEREST STATEMENT; DISCUSSION,"Which section does this sentence belong to: ""Regarding this analysis, further limitations are associated with the full survey of the nursing staff. The authors of this study did not use a standardized questionnaire. The tool used for the full survey of the nursing staff was an own development by the authors because it was solely a resource use survey in terms of time spent while using different mattress systems (see Supporting Information S1: Appendix""",DISCUSSION
10885175,Eichhober G,A budget impact analysis of a powered hybrid mattress to prevent pressure ulcers in the Austrian inpatient setting: An original research,Health Sci Rep,2024.0,"- BACKGROUND AND AIMS: Pressure ulcer is a considerable health problem and is associated with an increased hospital length of stay (LOS), nursing effort, costs, and reduced quality of life. The aim of this analysis is to compare the economic, clinical, and nursing benefit after the implementation of the powered hybrid mattress Dyna-Form Mercury Advance SMARTcare® in 2019 with the situation in 2017 (rental systems Arjo BariAir® and Arjo TheraKair Visio®, and purchased foam mattresses Arjo Simuflex®) using a single center. METHODS: In the framework of a budget impact analysis, a difference-in-difference approach was used to compare pre-implementation longitudinal data (2017) with post-implementation data (2019). The longitudinal data comprise the mattress resource use, patient characteristics, and LOS. The care effort was gathered based on a full survey of all 75 members of the nursing staff using the online tool ""LimeSurvey."" In this survey, the resource use of the different mattress systems was identified in terms of time (minutes or days). This analysis was performed from the hospital perspective and included direct costs of mattress systems, Austrian diagnostic-related group costs for the hospital stay and nursing staff costs for 2019. RESULTS: Based on 1253 patients ""at-risk,"" the total yearly costs implementing the powered hybrid mattress amounts to 654,248€ compared with 901,469€ when using Arjo products. The budget impact shows a cost advantage of 247,221€. Furthermore, the powered hybrid mattress system leads to fewer nursing-staff time in minutes per year (-1,031,097 min [1,993,204 vs. 3,024,302]); 242€ are saved per patient. Compared with the Arjo products, fewer inpatient cases of pressure ulcers (-44 cases [0 vs. 44]) were documented. CONCLUSION: Despite the higher total outlay of costs associated with the powered hybrid mattress, the long-term savings potential showed a significant cost advantage per annum for the single center. Therefore, the use of the hybrid mattress leads to considerable economic, clinical, and nursing benefits.",SENSITIVITY ANALYSIS; TRANSPARENCY STATEMENT; DATA AVAILABILITY STATEMENT; DISCUSSION; Resource use and cost assessment,"Which section does this sentence belong to: ""Arjo products total costs""",SENSITIVITY ANALYSIS
10885175,Eichhober G,A budget impact analysis of a powered hybrid mattress to prevent pressure ulcers in the Austrian inpatient setting: An original research,Health Sci Rep,2024.0,"- BACKGROUND AND AIMS: Pressure ulcer is a considerable health problem and is associated with an increased hospital length of stay (LOS), nursing effort, costs, and reduced quality of life. The aim of this analysis is to compare the economic, clinical, and nursing benefit after the implementation of the powered hybrid mattress Dyna-Form Mercury Advance SMARTcare® in 2019 with the situation in 2017 (rental systems Arjo BariAir® and Arjo TheraKair Visio®, and purchased foam mattresses Arjo Simuflex®) using a single center. METHODS: In the framework of a budget impact analysis, a difference-in-difference approach was used to compare pre-implementation longitudinal data (2017) with post-implementation data (2019). The longitudinal data comprise the mattress resource use, patient characteristics, and LOS. The care effort was gathered based on a full survey of all 75 members of the nursing staff using the online tool ""LimeSurvey."" In this survey, the resource use of the different mattress systems was identified in terms of time (minutes or days). This analysis was performed from the hospital perspective and included direct costs of mattress systems, Austrian diagnostic-related group costs for the hospital stay and nursing staff costs for 2019. RESULTS: Based on 1253 patients ""at-risk,"" the total yearly costs implementing the powered hybrid mattress amounts to 654,248€ compared with 901,469€ when using Arjo products. The budget impact shows a cost advantage of 247,221€. Furthermore, the powered hybrid mattress system leads to fewer nursing-staff time in minutes per year (-1,031,097 min [1,993,204 vs. 3,024,302]); 242€ are saved per patient. Compared with the Arjo products, fewer inpatient cases of pressure ulcers (-44 cases [0 vs. 44]) were documented. CONCLUSION: Despite the higher total outlay of costs associated with the powered hybrid mattress, the long-term savings potential showed a significant cost advantage per annum for the single center. Therefore, the use of the hybrid mattress leads to considerable economic, clinical, and nursing benefits.",Simulated cohort (epidemiology); MATERIALS AND METHODS; SENSITIVITY ANALYSIS; Costs; AUTHOR CONTRIBUTIONS,"Which section does this sentence belong to: ""As economic data (in example pooled data sets, meta‐analyses, unverifiable assumptions) are usually incomplete and subject to uncertainty, assumptions are often made about certain parameter values. Therefore, it seems particularly important to perform a sensitivity analysis. Following this analysis, a test of the stability of the results is carried out. The assumptions and uncertain parameters are systematically changed to be able to consider the effects of this change on the result of the analysis. A one‐way sensitivity analysis (OWSA), also called univariate sensitivity analysis, is performed. As part of the OWSA, the values for uncertain parameters are systematically varied over a certain range to analyze their effects on the result.""",SENSITIVITY ANALYSIS
10885175,Eichhober G,A budget impact analysis of a powered hybrid mattress to prevent pressure ulcers in the Austrian inpatient setting: An original research,Health Sci Rep,2024.0,"- BACKGROUND AND AIMS: Pressure ulcer is a considerable health problem and is associated with an increased hospital length of stay (LOS), nursing effort, costs, and reduced quality of life. The aim of this analysis is to compare the economic, clinical, and nursing benefit after the implementation of the powered hybrid mattress Dyna-Form Mercury Advance SMARTcare® in 2019 with the situation in 2017 (rental systems Arjo BariAir® and Arjo TheraKair Visio®, and purchased foam mattresses Arjo Simuflex®) using a single center. METHODS: In the framework of a budget impact analysis, a difference-in-difference approach was used to compare pre-implementation longitudinal data (2017) with post-implementation data (2019). The longitudinal data comprise the mattress resource use, patient characteristics, and LOS. The care effort was gathered based on a full survey of all 75 members of the nursing staff using the online tool ""LimeSurvey."" In this survey, the resource use of the different mattress systems was identified in terms of time (minutes or days). This analysis was performed from the hospital perspective and included direct costs of mattress systems, Austrian diagnostic-related group costs for the hospital stay and nursing staff costs for 2019. RESULTS: Based on 1253 patients ""at-risk,"" the total yearly costs implementing the powered hybrid mattress amounts to 654,248€ compared with 901,469€ when using Arjo products. The budget impact shows a cost advantage of 247,221€. Furthermore, the powered hybrid mattress system leads to fewer nursing-staff time in minutes per year (-1,031,097 min [1,993,204 vs. 3,024,302]); 242€ are saved per patient. Compared with the Arjo products, fewer inpatient cases of pressure ulcers (-44 cases [0 vs. 44]) were documented. CONCLUSION: Despite the higher total outlay of costs associated with the powered hybrid mattress, the long-term savings potential showed a significant cost advantage per annum for the single center. Therefore, the use of the hybrid mattress leads to considerable economic, clinical, and nursing benefits.",AUTHOR CONTRIBUTIONS; SENSITIVITY ANALYSIS; Resource use and cost assessment; INTRODUCTION; Different mattress systems of the analysis,"Which section does this sentence belong to: ""Due to these purposes, various support surfaces are currently in use to minimize the risk of developing decubitus ulcers in inpatient settings. Therefore, the aim of this analysis is to compare the economic, clinical, and nursing benefit of the post‐implementation data regarding the powered hybrid mattress, referred to as hybrid mattress, Dyna‐Form Mercury Advance SMARTcare® purchased for the total bed capacity (116 beds) in 2019, with the pre‐implementation data of 2017 (rental systems Arjo BariAir® and Arjo TheraKair Visio®, and purchased foam mattresses Arjo Simuflex®) in a single center (LKH Südsteiermark; Bad Radkersburg; a hospital in the Austrian region of Styria).""",INTRODUCTION
10885175,Eichhober G,A budget impact analysis of a powered hybrid mattress to prevent pressure ulcers in the Austrian inpatient setting: An original research,Health Sci Rep,2024.0,"- BACKGROUND AND AIMS: Pressure ulcer is a considerable health problem and is associated with an increased hospital length of stay (LOS), nursing effort, costs, and reduced quality of life. The aim of this analysis is to compare the economic, clinical, and nursing benefit after the implementation of the powered hybrid mattress Dyna-Form Mercury Advance SMARTcare® in 2019 with the situation in 2017 (rental systems Arjo BariAir® and Arjo TheraKair Visio®, and purchased foam mattresses Arjo Simuflex®) using a single center. METHODS: In the framework of a budget impact analysis, a difference-in-difference approach was used to compare pre-implementation longitudinal data (2017) with post-implementation data (2019). The longitudinal data comprise the mattress resource use, patient characteristics, and LOS. The care effort was gathered based on a full survey of all 75 members of the nursing staff using the online tool ""LimeSurvey."" In this survey, the resource use of the different mattress systems was identified in terms of time (minutes or days). This analysis was performed from the hospital perspective and included direct costs of mattress systems, Austrian diagnostic-related group costs for the hospital stay and nursing staff costs for 2019. RESULTS: Based on 1253 patients ""at-risk,"" the total yearly costs implementing the powered hybrid mattress amounts to 654,248€ compared with 901,469€ when using Arjo products. The budget impact shows a cost advantage of 247,221€. Furthermore, the powered hybrid mattress system leads to fewer nursing-staff time in minutes per year (-1,031,097 min [1,993,204 vs. 3,024,302]); 242€ are saved per patient. Compared with the Arjo products, fewer inpatient cases of pressure ulcers (-44 cases [0 vs. 44]) were documented. CONCLUSION: Despite the higher total outlay of costs associated with the powered hybrid mattress, the long-term savings potential showed a significant cost advantage per annum for the single center. Therefore, the use of the hybrid mattress leads to considerable economic, clinical, and nursing benefits.",Costs; INTRODUCTION; CONFLICT OF INTEREST STATEMENT; CONCLUSION; Simulated cohort (epidemiology),"Which section does this sentence belong to: ""Abbreviations: EPUAP, European Pressure Ulcer Advisory Panel; NPIAP, National Pressure Injury Advisory Panel; PPPIA, Pan Pacific Pressure Injury Alliance.""",INTRODUCTION
12038200,Inshasi J,Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates,Ther Adv Neurol Disord,2025.0,"- BACKGROUND: Multiple sclerosis (MS) is an autoimmune disease of the central nervous system, associated with demyelination and inflammation. Relapsing forms of MS (RMS) encompass all patients with MS experiencing relapses. While there is currently no cure for MS, the introduction of several disease-modifying therapies (DMTs) has significantly reduced the risk of relapse and disability in patients with MS. There is a high unmet need for an easy-to-administer DMT that can be used early in the treatment pathway. OBJECTIVES: This study aimed to evaluate the cost-effectiveness of ofatumumab compared with other commonly used DMTs for the treatment of RMS from a health payer perspective in the United Arab Emirates (UAE). DESIGN: A cost-effectiveness analysis. METHODS: A Markov model, based on expanded disability status scale (EDSS) health states, was developed using the UAE payer's perspective and a 65-year time horizon. The baseline patient distribution across the EDSS states was aligned to the population of ASCLEPIOS I and II trials. The British Columbia database informed natural history transition probabilities. Treatment effects were applied by delaying disability progression and reducing the number of relapses and were sourced from a network meta-analysis. The health care resource utilization was derived from interviews with local experts, who also validated the model structure and comparators, and utility inputs from published studies. In the absence of an officially defined willingness-to-pay threshold in the UAE, it was assumed to be United Arab Emirates Dirham (AED) 369,854 per quality-adjusted life-year (QALY), which is twice the UAE gross domestic product per capita. RESULTS: Base-case results indicated that ofatumumab was dominant over ocrelizumab, dimethyl fumarate, fingolimod, and natalizumab intravenous; was more cost-effective compared with teriflunomide, fingolimod (generic), glatiramer acetate, interferons, and best supportive care; and resulted in an incremental cost-effectiveness ratio of AED 713,068 per QALY versus cladribine. Sensitivity analyses were in line with the results of the base-case analysis. CONCLUSION: From the UAE payer's perspective, ofatumumab could be a cost-effective treatment alternative for patients with RMS.",Model structure; Results; Discussion; Population demographics; Treatment efficacy and duration of treatment,"Which section does this sentence belong to: ""It is worth highlighting several strengths of this study. Firstly, this is the first economic evaluation of ofatumumab in the UAE using locally generated cost inputs. Secondly, we have used a formal Bayesian NMA, based on systematically identified clinical data, to inform the ARR and the HR for disease progression for the DMTs. Although the use of an NMA for the treatment efficacy of DMTs has several challenges, as previously highlighted,""",Discussion
12038200,Inshasi J,Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates,Ther Adv Neurol Disord,2025.0,"- BACKGROUND: Multiple sclerosis (MS) is an autoimmune disease of the central nervous system, associated with demyelination and inflammation. Relapsing forms of MS (RMS) encompass all patients with MS experiencing relapses. While there is currently no cure for MS, the introduction of several disease-modifying therapies (DMTs) has significantly reduced the risk of relapse and disability in patients with MS. There is a high unmet need for an easy-to-administer DMT that can be used early in the treatment pathway. OBJECTIVES: This study aimed to evaluate the cost-effectiveness of ofatumumab compared with other commonly used DMTs for the treatment of RMS from a health payer perspective in the United Arab Emirates (UAE). DESIGN: A cost-effectiveness analysis. METHODS: A Markov model, based on expanded disability status scale (EDSS) health states, was developed using the UAE payer's perspective and a 65-year time horizon. The baseline patient distribution across the EDSS states was aligned to the population of ASCLEPIOS I and II trials. The British Columbia database informed natural history transition probabilities. Treatment effects were applied by delaying disability progression and reducing the number of relapses and were sourced from a network meta-analysis. The health care resource utilization was derived from interviews with local experts, who also validated the model structure and comparators, and utility inputs from published studies. In the absence of an officially defined willingness-to-pay threshold in the UAE, it was assumed to be United Arab Emirates Dirham (AED) 369,854 per quality-adjusted life-year (QALY), which is twice the UAE gross domestic product per capita. RESULTS: Base-case results indicated that ofatumumab was dominant over ocrelizumab, dimethyl fumarate, fingolimod, and natalizumab intravenous; was more cost-effective compared with teriflunomide, fingolimod (generic), glatiramer acetate, interferons, and best supportive care; and resulted in an incremental cost-effectiveness ratio of AED 713,068 per QALY versus cladribine. Sensitivity analyses were in line with the results of the base-case analysis. CONCLUSION: From the UAE payer's perspective, ofatumumab could be a cost-effective treatment alternative for patients with RMS.",Population demographics; Probabilistic sensitivity analysis; Discussion; Ethical consideration; Supplemental Material,"Which section does this sentence belong to: ""The baseline patient distribution across EDSS states was in line with the ASCLEPIOS I and II trials.""",Population demographics
12038200,Inshasi J,Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates,Ther Adv Neurol Disord,2025.0,"- BACKGROUND: Multiple sclerosis (MS) is an autoimmune disease of the central nervous system, associated with demyelination and inflammation. Relapsing forms of MS (RMS) encompass all patients with MS experiencing relapses. While there is currently no cure for MS, the introduction of several disease-modifying therapies (DMTs) has significantly reduced the risk of relapse and disability in patients with MS. There is a high unmet need for an easy-to-administer DMT that can be used early in the treatment pathway. OBJECTIVES: This study aimed to evaluate the cost-effectiveness of ofatumumab compared with other commonly used DMTs for the treatment of RMS from a health payer perspective in the United Arab Emirates (UAE). DESIGN: A cost-effectiveness analysis. METHODS: A Markov model, based on expanded disability status scale (EDSS) health states, was developed using the UAE payer's perspective and a 65-year time horizon. The baseline patient distribution across the EDSS states was aligned to the population of ASCLEPIOS I and II trials. The British Columbia database informed natural history transition probabilities. Treatment effects were applied by delaying disability progression and reducing the number of relapses and were sourced from a network meta-analysis. The health care resource utilization was derived from interviews with local experts, who also validated the model structure and comparators, and utility inputs from published studies. In the absence of an officially defined willingness-to-pay threshold in the UAE, it was assumed to be United Arab Emirates Dirham (AED) 369,854 per quality-adjusted life-year (QALY), which is twice the UAE gross domestic product per capita. RESULTS: Base-case results indicated that ofatumumab was dominant over ocrelizumab, dimethyl fumarate, fingolimod, and natalizumab intravenous; was more cost-effective compared with teriflunomide, fingolimod (generic), glatiramer acetate, interferons, and best supportive care; and resulted in an incremental cost-effectiveness ratio of AED 713,068 per QALY versus cladribine. Sensitivity analyses were in line with the results of the base-case analysis. CONCLUSION: From the UAE payer's perspective, ofatumumab could be a cost-effective treatment alternative for patients with RMS.",Reporting guideline; Conclusion; Base-case analysis results; Model validation; Scenario analyses,"Which section does this sentence belong to: ""Face validity of the model structure and input parameters was ensured by expert reviews involving nine clinical and three health economics experts in the UAE. Input data sources and model assumptions were also validated by the UAE clinical experts. Expert opinion was informed by nine clinical experts and three health economics experts at an advisory board meeting, where the model inputs were reviewed and discussed until a consensus was reached. Internal validity was assured by a review of all calculations and data inputs. Tests with null input values were conducted to ensure the model findings were consistent with expectations. Cross-validity (comparison of results with other published models) could not be performed because no suitable studies were identified (those addressing the same decision problem using a different model structure).""",Model validation
12038200,Inshasi J,Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates,Ther Adv Neurol Disord,2025.0,"- BACKGROUND: Multiple sclerosis (MS) is an autoimmune disease of the central nervous system, associated with demyelination and inflammation. Relapsing forms of MS (RMS) encompass all patients with MS experiencing relapses. While there is currently no cure for MS, the introduction of several disease-modifying therapies (DMTs) has significantly reduced the risk of relapse and disability in patients with MS. There is a high unmet need for an easy-to-administer DMT that can be used early in the treatment pathway. OBJECTIVES: This study aimed to evaluate the cost-effectiveness of ofatumumab compared with other commonly used DMTs for the treatment of RMS from a health payer perspective in the United Arab Emirates (UAE). DESIGN: A cost-effectiveness analysis. METHODS: A Markov model, based on expanded disability status scale (EDSS) health states, was developed using the UAE payer's perspective and a 65-year time horizon. The baseline patient distribution across the EDSS states was aligned to the population of ASCLEPIOS I and II trials. The British Columbia database informed natural history transition probabilities. Treatment effects were applied by delaying disability progression and reducing the number of relapses and were sourced from a network meta-analysis. The health care resource utilization was derived from interviews with local experts, who also validated the model structure and comparators, and utility inputs from published studies. In the absence of an officially defined willingness-to-pay threshold in the UAE, it was assumed to be United Arab Emirates Dirham (AED) 369,854 per quality-adjusted life-year (QALY), which is twice the UAE gross domestic product per capita. RESULTS: Base-case results indicated that ofatumumab was dominant over ocrelizumab, dimethyl fumarate, fingolimod, and natalizumab intravenous; was more cost-effective compared with teriflunomide, fingolimod (generic), glatiramer acetate, interferons, and best supportive care; and resulted in an incremental cost-effectiveness ratio of AED 713,068 per QALY versus cladribine. Sensitivity analyses were in line with the results of the base-case analysis. CONCLUSION: From the UAE payer's perspective, ofatumumab could be a cost-effective treatment alternative for patients with RMS.",Setting and perspective; Costs; Model validation; Natural history; sj-docx-3-tan-10.1177_17562864251330260 – Supplemental material for Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates,"Which section does this sentence belong to: ""None.""",sj-docx-3-tan-10.1177_17562864251330260 – Supplemental material for Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates
12038200,Inshasi J,Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates,Ther Adv Neurol Disord,2025.0,"- BACKGROUND: Multiple sclerosis (MS) is an autoimmune disease of the central nervous system, associated with demyelination and inflammation. Relapsing forms of MS (RMS) encompass all patients with MS experiencing relapses. While there is currently no cure for MS, the introduction of several disease-modifying therapies (DMTs) has significantly reduced the risk of relapse and disability in patients with MS. There is a high unmet need for an easy-to-administer DMT that can be used early in the treatment pathway. OBJECTIVES: This study aimed to evaluate the cost-effectiveness of ofatumumab compared with other commonly used DMTs for the treatment of RMS from a health payer perspective in the United Arab Emirates (UAE). DESIGN: A cost-effectiveness analysis. METHODS: A Markov model, based on expanded disability status scale (EDSS) health states, was developed using the UAE payer's perspective and a 65-year time horizon. The baseline patient distribution across the EDSS states was aligned to the population of ASCLEPIOS I and II trials. The British Columbia database informed natural history transition probabilities. Treatment effects were applied by delaying disability progression and reducing the number of relapses and were sourced from a network meta-analysis. The health care resource utilization was derived from interviews with local experts, who also validated the model structure and comparators, and utility inputs from published studies. In the absence of an officially defined willingness-to-pay threshold in the UAE, it was assumed to be United Arab Emirates Dirham (AED) 369,854 per quality-adjusted life-year (QALY), which is twice the UAE gross domestic product per capita. RESULTS: Base-case results indicated that ofatumumab was dominant over ocrelizumab, dimethyl fumarate, fingolimod, and natalizumab intravenous; was more cost-effective compared with teriflunomide, fingolimod (generic), glatiramer acetate, interferons, and best supportive care; and resulted in an incremental cost-effectiveness ratio of AED 713,068 per QALY versus cladribine. Sensitivity analyses were in line with the results of the base-case analysis. CONCLUSION: From the UAE payer's perspective, ofatumumab could be a cost-effective treatment alternative for patients with RMS.",Base-case analysis results; Model validation; One-way sensitivity analysis; Costs; Model structure,"Which section does this sentence belong to: ""AED, United Arab Emirates Dirham; SE, standard error.""",Costs
12038200,Inshasi J,Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates,Ther Adv Neurol Disord,2025.0,"- BACKGROUND: Multiple sclerosis (MS) is an autoimmune disease of the central nervous system, associated with demyelination and inflammation. Relapsing forms of MS (RMS) encompass all patients with MS experiencing relapses. While there is currently no cure for MS, the introduction of several disease-modifying therapies (DMTs) has significantly reduced the risk of relapse and disability in patients with MS. There is a high unmet need for an easy-to-administer DMT that can be used early in the treatment pathway. OBJECTIVES: This study aimed to evaluate the cost-effectiveness of ofatumumab compared with other commonly used DMTs for the treatment of RMS from a health payer perspective in the United Arab Emirates (UAE). DESIGN: A cost-effectiveness analysis. METHODS: A Markov model, based on expanded disability status scale (EDSS) health states, was developed using the UAE payer's perspective and a 65-year time horizon. The baseline patient distribution across the EDSS states was aligned to the population of ASCLEPIOS I and II trials. The British Columbia database informed natural history transition probabilities. Treatment effects were applied by delaying disability progression and reducing the number of relapses and were sourced from a network meta-analysis. The health care resource utilization was derived from interviews with local experts, who also validated the model structure and comparators, and utility inputs from published studies. In the absence of an officially defined willingness-to-pay threshold in the UAE, it was assumed to be United Arab Emirates Dirham (AED) 369,854 per quality-adjusted life-year (QALY), which is twice the UAE gross domestic product per capita. RESULTS: Base-case results indicated that ofatumumab was dominant over ocrelizumab, dimethyl fumarate, fingolimod, and natalizumab intravenous; was more cost-effective compared with teriflunomide, fingolimod (generic), glatiramer acetate, interferons, and best supportive care; and resulted in an incremental cost-effectiveness ratio of AED 713,068 per QALY versus cladribine. Sensitivity analyses were in line with the results of the base-case analysis. CONCLUSION: From the UAE payer's perspective, ofatumumab could be a cost-effective treatment alternative for patients with RMS.",Base-case analysis results; Reporting guideline; Base-case and sensitivity analyses; Supplemental Material; Costs,"Which section does this sentence belong to: ""Direct medical costs (such as drug acquisition, monitoring and administration costs, and relapse costs) and EDSS-specific costs were sourced from both published literature and expert opinion (""",Costs
12038200,Inshasi J,Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates,Ther Adv Neurol Disord,2025.0,"- BACKGROUND: Multiple sclerosis (MS) is an autoimmune disease of the central nervous system, associated with demyelination and inflammation. Relapsing forms of MS (RMS) encompass all patients with MS experiencing relapses. While there is currently no cure for MS, the introduction of several disease-modifying therapies (DMTs) has significantly reduced the risk of relapse and disability in patients with MS. There is a high unmet need for an easy-to-administer DMT that can be used early in the treatment pathway. OBJECTIVES: This study aimed to evaluate the cost-effectiveness of ofatumumab compared with other commonly used DMTs for the treatment of RMS from a health payer perspective in the United Arab Emirates (UAE). DESIGN: A cost-effectiveness analysis. METHODS: A Markov model, based on expanded disability status scale (EDSS) health states, was developed using the UAE payer's perspective and a 65-year time horizon. The baseline patient distribution across the EDSS states was aligned to the population of ASCLEPIOS I and II trials. The British Columbia database informed natural history transition probabilities. Treatment effects were applied by delaying disability progression and reducing the number of relapses and were sourced from a network meta-analysis. The health care resource utilization was derived from interviews with local experts, who also validated the model structure and comparators, and utility inputs from published studies. In the absence of an officially defined willingness-to-pay threshold in the UAE, it was assumed to be United Arab Emirates Dirham (AED) 369,854 per quality-adjusted life-year (QALY), which is twice the UAE gross domestic product per capita. RESULTS: Base-case results indicated that ofatumumab was dominant over ocrelizumab, dimethyl fumarate, fingolimod, and natalizumab intravenous; was more cost-effective compared with teriflunomide, fingolimod (generic), glatiramer acetate, interferons, and best supportive care; and resulted in an incremental cost-effectiveness ratio of AED 713,068 per QALY versus cladribine. Sensitivity analyses were in line with the results of the base-case analysis. CONCLUSION: From the UAE payer's perspective, ofatumumab could be a cost-effective treatment alternative for patients with RMS.",Discussion; Ethical consideration; Treatment comparisons; Base-case and sensitivity analyses; Probabilistic sensitivity analysis,"Which section does this sentence belong to: ""The EDSS health state costs applied in the model were derived from expert interviews and validated by a panel of 12 local experts. The elicited responses have shown that the economic burden of patients with MS increases with increasing levels of disability, which is in line with other published studies.""",Discussion
12038200,Inshasi J,Cost-effectiveness of ofatumumab for the treatment of relapsing forms of multiple sclerosis in the United Arab Emirates,Ther Adv Neurol Disord,2025.0,"- BACKGROUND: Multiple sclerosis (MS) is an autoimmune disease of the central nervous system, associated with demyelination and inflammation. Relapsing forms of MS (RMS) encompass all patients with MS experiencing relapses. While there is currently no cure for MS, the introduction of several disease-modifying therapies (DMTs) has significantly reduced the risk of relapse and disability in patients with MS. There is a high unmet need for an easy-to-administer DMT that can be used early in the treatment pathway. OBJECTIVES: This study aimed to evaluate the cost-effectiveness of ofatumumab compared with other commonly used DMTs for the treatment of RMS from a health payer perspective in the United Arab Emirates (UAE). DESIGN: A cost-effectiveness analysis. METHODS: A Markov model, based on expanded disability status scale (EDSS) health states, was developed using the UAE payer's perspective and a 65-year time horizon. The baseline patient distribution across the EDSS states was aligned to the population of ASCLEPIOS I and II trials. The British Columbia database informed natural history transition probabilities. Treatment effects were applied by delaying disability progression and reducing the number of relapses and were sourced from a network meta-analysis. The health care resource utilization was derived from interviews with local experts, who also validated the model structure and comparators, and utility inputs from published studies. In the absence of an officially defined willingness-to-pay threshold in the UAE, it was assumed to be United Arab Emirates Dirham (AED) 369,854 per quality-adjusted life-year (QALY), which is twice the UAE gross domestic product per capita. RESULTS: Base-case results indicated that ofatumumab was dominant over ocrelizumab, dimethyl fumarate, fingolimod, and natalizumab intravenous; was more cost-effective compared with teriflunomide, fingolimod (generic), glatiramer acetate, interferons, and best supportive care; and resulted in an incremental cost-effectiveness ratio of AED 713,068 per QALY versus cladribine. Sensitivity analyses were in line with the results of the base-case analysis. CONCLUSION: From the UAE payer's perspective, ofatumumab could be a cost-effective treatment alternative for patients with RMS.",Probabilistic sensitivity analysis; Input parameter values; Treatment efficacy and duration of treatment; Results; Methods,"Which section does this sentence belong to: ""For the treatment-adjusted cohort, the HR for time to 6 months confirmed disability progression, and the rate ratio for ARR was sourced from an NMA""",Treatment efficacy and duration of treatment
